,Provider,deductible_mean_ip,reimbursement_mean_ip,reimbursement_std_ip,DiagnosisGroupCode_nunique_ip,age_mean_ip,age_std_ip,inpatient_duration_mean_ip,inpatient_duration_std_ip,claim_duration_mean_ip,claim_duration_std_ip,total_claim_mean_ip,total_claim_std_ip,total_claim_amount_ip,covered_percentage_mean_ip,covered_percentage_std_ip,Race_nunique_ip,Gender_mean_ip,num_chronic_conditions_mean_ip,number_chronic_conditions_max_ip,claim_count_ip,attending_ratio_ip,operating_ratio_ip,other_ratio_ip,patient_ratio_ip,num_state_ip,num_county_ip,claim_freq_ip,mean_diagnosis_billed_ip,mean_procedures_billed_ip,total_reimbursement_ip,deductible_mean_op,reimbursement_mean_op,reimbursement_std_op,age_mean_op,age_std_op,claim_duration_mean_op,claim_duration_std_op,total_claim_mean_op,total_claim_std_op,total_claim_amount_op,covered_percentage_mean_op,covered_percentage_std_op,Race_nunique_op,Gender_mean_op,num_chronic_conditions_mean_op,number_chronic_conditions_max_op,claim_count_op,attending_ratio_op,operating_ratio_op,other_ratio_op,patient_ratio_op,num_state_op,num_county_op,claim_freq_op,mean_diagnosis_billed_op,mean_procedures_billed_op,total_reimbursement_op,inpatient_practice,outpatient_practice
10,PRV51015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,87.5,74.01737247816507,71.125,11.506985456048612,0.375,1.0606601717798212,87.5,74.01737247816507,700.0,1.0,0.0,2.0,2.0,6.375,9.0,8.0,0.375,0.125,0.5,0.875,3.0,3.0,0.6666666666666666,3.125,0.0,700.0,0,1
11,PRV51016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.333333333333332,37.638632635454044,69.83333333333333,13.920009578540768,0.3333333333333333,0.816496580927726,28.333333333333332,37.638632635454044,170.0,0.6666666666666666,0.5163977794943223,2.0,1.5,5.5,7.0,6.0,0.5,0.16666666666666666,0.0,1.0,1.0,1.0,0.5,3.5,0.0,170.0,0,1
12,PRV51017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0388349514563107,277.126213592233,570.1818038894332,71.65631067961165,12.11682489377491,1.3572815533980582,4.521943943866221,279.1650485436893,570.010138777454,143770.0,0.9391884995470786,0.2261683879510694,4.0,1.5631067961165048,4.36504854368932,10.0,515.0,0.21941747572815534,0.08932038834951456,0.13398058252427184,0.8155339805825242,43.0,68.0,42.916666666666664,2.704854368932039,0.003883495145631068,142720.0,0,1
13,PRV51021,1068.0,9275.862068965518,10277.911654625932,28.0,69.82758620689656,12.733726212355581,4.758620689655173,3.429443649317242,4.793103448275862,3.4576964911094414,10343.862068965518,10277.911654625932,299972.0,0.7990943717110585,0.2336985070182082,2.0,1.6896551724137931,6.0344827586206895,10.0,29.0,0.2413793103448276,0.2413793103448276,0.034482758620689655,0.7931034482758621,21.0,24.0,2.4166666666666665,8.517241379310345,0.7586206896551724,269000.0,2.280701754385965,350.13157894736844,631.2399379496627,72.3859649122807,13.199925758655079,1.644736842105263,5.0896040212808735,352.4122807017544,632.0687425866968,80350.0,0.953894490788651,0.19574617018042237,2.0,1.5614035087719298,4.548245614035087,9.0,228.0,0.29385964912280704,0.10087719298245613,0.17982456140350878,0.8201754385964912,27.0,44.0,19.0,2.780701754385965,0.0,79830.0,1,1
14,PRV51023,949.3333333333334,6000.0,3741.657386773941,9.0,72.88888888888889,11.072990161248729,3.5555555555555554,2.8771127502720115,3.5555555555555554,2.8771127502720115,6949.333333333333,3863.642840636282,62544.0,0.8458149751902255,0.08665337865959345,2.0,1.4444444444444444,5.0,8.0,9.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,1.0,8.0,7.0,0.75,8.0,0.5555555555555556,54000.0,2.962962962962963,430.0,668.511549868581,72.14814814814815,13.875001604168176,3.7037037037037037,7.916947813271393,432.962962962963,666.9379789802555,11690.0,0.9401709401709402,0.22205779584216376,2.0,1.6296296296296295,4.148148148148148,9.0,27.0,0.37037037037037035,0.18518518518518517,0.2222222222222222,1.0,9.0,9.0,2.25,3.4074074074074074,0.0,11610.0,1,1
15,PRV51024,1068.0,6777.777777777777,3767.5515184857713,9.0,68.88888888888889,15.103347678945589,4.333333333333333,3.122498999199199,4.333333333333333,3.122498999199199,7845.777777777777,3767.551518485772,70612.0,0.8259853272583499,0.09525122627286818,2.0,1.6666666666666667,5.666666666666667,9.0,9.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,9.0,9.0,0.75,7.111111111111111,0.7777777777777778,61000.0,3.0,101.66666666666667,116.68062313894264,67.4,14.625438396022941,0.8333333333333334,3.667972599203236,104.66666666666667,125.05814739506202,3140.0,0.9934481594056062,0.02826095029673466,2.0,1.5333333333333334,4.433333333333334,8.0,30.0,0.4,0.16666666666666666,0.26666666666666666,0.9666666666666667,5.0,5.0,2.5,2.433333333333333,0.0,3050.0,1,1
16,PRV51025,1068.0,6615.384615384615,5252.593986759645,13.0,69.3076923076923,14.499336854862335,7.0,7.302967433402215,7.0,7.302967433402215,7683.384615384615,5252.593986759645,99884.0,0.8000189510356149,0.10821477732683593,2.0,1.6923076923076923,4.769230769230769,8.0,13.0,0.15384615384615385,0.15384615384615385,0.0,0.9230769230769231,11.0,12.0,1.0833333333333333,7.769230769230769,0.9230769230769231,86000.0,5.405405405405405,437.1621621621622,810.343272890291,73.72972972972973,12.510047794327738,1.3243243243243243,4.684887121951565,442.56756756756755,808.0757810841902,32750.0,0.9494655258974144,0.19670845627113878,2.0,1.5,4.378378378378378,9.0,74.0,0.4594594594594595,0.17567567567567569,0.2702702702702703,0.8918918918918919,18.0,21.0,6.166666666666667,2.9594594594594597,0.0,32350.0,1,1
17,PRV51026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.473684210526316,261.05263157894734,668.7831316600191,69.11842105263158,14.852130805836723,1.0921052631578947,4.342587958284621,265.5263157894737,667.7871811424997,20180.0,0.9015450558213716,0.27784746597763316,2.0,1.5263157894736843,4.078947368421052,9.0,76.0,0.3815789473684211,0.13157894736842105,0.23684210526315788,0.7368421052631579,18.0,19.0,6.333333333333333,2.4078947368421053,0.0,19840.0,0,1
18,PRV51027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,563.0188679245283,1044.0446219937528,72.50943396226415,13.392912364251352,2.1320754716981134,5.8178694747273,563.0188679245283,1044.0446219937528,29840.0,0.9811320754716981,0.13736056394868904,3.0,1.509433962264151,4.830188679245283,8.0,53.0,0.18867924528301888,0.11320754716981132,0.09433962264150944,0.8301886792452831,10.0,10.0,4.416666666666667,2.4716981132075473,0.0,29840.0,0,1
19,PRV51029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7204301075268817,329.6774193548387,618.3119580109661,70.41935483870968,12.38979469655252,0.6989247311827957,3.263050540710264,331.39784946236557,618.313961683477,30820.0,0.9382007015613179,0.23472925249289775,2.0,1.5698924731182795,3.913978494623656,8.0,93.0,0.40860215053763443,0.10752688172043011,0.1827956989247312,0.8494623655913979,18.0,27.0,7.75,2.838709677419355,0.0,30660.0,0,1
20,PRV51030,1054.9756097560976,8604.878048780487,8114.731344891161,74.0,71.8170731707317,14.05907118859343,4.621951219512195,3.7569367739578765,4.621951219512195,3.7569367739578765,9659.853658536585,8119.819360518779,792108.0,0.8230131843193496,0.16373538083315953,2.0,1.646341463414634,5.304878048780488,10.0,82.0,0.012195121951219513,0.012195121951219513,0.0,0.8658536585365854,32.0,50.0,6.833333333333333,8.097560975609756,0.6951219512195121,705600.0,2.696629213483146,383.82022471910113,719.4308129252685,71.01123595505618,13.380357365473595,1.8876404494382022,5.5359120999475095,386.5168539325843,718.937190839233,34400.0,0.9629213483146067,0.17734277445869298,2.0,1.5280898876404494,4.314606741573034,9.0,89.0,0.5056179775280899,0.12359550561797752,0.25842696629213485,0.8764044943820225,17.0,22.0,7.416666666666667,2.438202247191011,0.0,34160.0,1,1
21,PRV51031,1068.0,11750.0,13164.556792978468,28.0,72.0,13.216151734399341,5.535714285714286,4.962691495378983,5.535714285714286,4.962691495378983,12818.0,13164.556792978468,358904.0,0.839339554455084,0.17901546061934553,2.0,1.5714285714285714,5.285714285714286,11.0,28.0,0.07142857142857142,0.07142857142857142,0.0,0.9285714285714286,16.0,24.0,2.3333333333333335,8.392857142857142,0.8928571428571429,329000.0,2.1656050955414012,195.6687898089172,365.13129687220373,72.171974522293,15.086578490945165,1.3694267515923566,4.674380014016149,197.8343949044586,366.2129800513974,31060.0,0.9528190610993158,0.20043397856771972,3.0,1.6369426751592357,4.898089171974522,9.0,157.0,0.36942675159235666,0.08917197452229299,0.17834394904458598,0.8598726114649682,24.0,31.0,13.083333333333334,2.464968152866242,0.0,30720.0,1,1
22,PRV51032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1739130434782608,235.65217391304347,596.2063865273236,69.0,13.266499161421601,0.9130434782608695,2.7454597806405077,237.82608695652175,595.5666249405544,5470.0,0.9681159420289854,0.10611517512055085,2.0,1.565217391304348,4.434782608695652,11.0,23.0,0.43478260869565216,0.17391304347826086,0.34782608695652173,0.9130434782608695,1.0,1.0,1.9166666666666667,2.347826086956522,0.0,5420.0,0,1
23,PRV51035,1068.0,29000.0,0.0,1.0,87.0,0.0,14.0,0.0,14.0,0.0,30068.0,0.0,30068.0,0.9644805108420913,0.0,1.0,2.0,8.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.08333333333333333,9.0,1.0,29000.0,12.413793103448276,122.75862068965517,162.9832715281834,72.93103448275862,15.503296963832193,1.8620689655172413,5.255773274158581,135.17241379310346,158.30848478423323,3920.0,0.8174813692055072,0.3686256246083469,2.0,1.5862068965517242,4.827586206896552,8.0,29.0,0.5862068965517241,0.20689655172413793,0.27586206896551724,0.8275862068965517,8.0,9.0,2.4166666666666665,2.1724137931034484,0.0,3560.0,1,1
24,PRV51036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.071942446043166,269.3525179856115,579.1512632739048,72.12949640287769,12.138987243498567,1.0503597122302157,4.002388710958206,274.42446043165467,578.3583698888312,76290.0,0.9243456369277452,0.23904471353514395,2.0,1.589928057553957,4.399280575539568,9.0,278.0,0.017985611510791366,0.01079136690647482,0.014388489208633094,0.4712230215827338,30.0,59.0,23.166666666666668,2.615107913669065,0.0,74880.0,0,1
25,PRV51037,1068.0,9304.347826086956,5849.901184936185,23.0,70.34782608695652,14.636842355856597,4.565217391304348,4.099069594615584,4.521739130434782,4.1326808954236,10372.347826086956,5849.901184936185,238564.0,0.8667307213061212,0.061311281943899884,2.0,1.565217391304348,6.0,8.0,23.0,0.043478260869565216,0.043478260869565216,0.0,0.9130434782608695,18.0,18.0,1.9166666666666667,8.043478260869565,0.5652173913043478,214000.0,2.2273781902552203,297.51740139211137,579.1863651940712,71.48027842227378,14.421526413953114,1.3735498839907192,4.686660552724004,299.74477958236656,578.9346107707372,129190.0,0.9371877960915084,0.2313561725413499,2.0,1.5754060324825987,4.5846867749419955,11.0,431.0,0.004640371229698376,0.004640371229698376,0.002320185614849188,0.46867749419953597,30.0,59.0,35.916666666666664,2.7169373549883993,0.0,128230.0,1,1
26,PRV51038,1032.4,7653.333333333333,4210.637869060674,30.0,70.8,13.316828865555149,4.033333333333333,4.278924561417139,4.033333333333333,4.278924561417139,8685.733333333334,4220.854586890925,260572.0,0.840127630164656,0.11892418528218353,2.0,1.6,4.966666666666667,9.0,30.0,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.8666666666666667,18.0,26.0,2.5,7.3,0.5,229600.0,1.981981981981982,323.3333333333333,631.6620692244942,71.15315315315316,13.298802542264811,1.1711711711711712,3.8585769253205116,325.31531531531533,631.4612488215797,36110.0,0.9761271761271761,0.12584521446940355,2.0,1.6486486486486487,4.8108108108108105,9.0,111.0,0.38738738738738737,0.12612612612612611,0.1891891891891892,0.7477477477477478,20.0,21.0,9.25,2.2432432432432434,0.0,35890.0,1,1
27,PRV51040,949.3333333333334,7000.0,7681.145747868608,9.0,75.33333333333333,12.835497652993435,10.555555555555555,11.94896555262328,10.555555555555555,11.94896555262328,7949.333333333333,7758.526664257847,71544.0,0.6871707719563501,0.39585542195547585,3.0,1.8888888888888888,5.777777777777778,8.0,9.0,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.8888888888888888,9.0,9.0,0.75,7.777777777777778,0.7777777777777778,63000.0,3.116883116883117,148.96103896103895,250.15039905279937,70.20779220779221,13.959846234956265,0.6233766233766234,2.9381293773194184,152.07792207792207,250.34364624786883,11710.0,0.9443413729128014,0.21146889890110662,2.0,1.4935064935064934,4.207792207792208,9.0,77.0,0.16883116883116883,0.07792207792207792,0.12987012987012986,0.8051948051948052,13.0,18.0,6.416666666666667,2.948051948051948,0.0,11470.0,1,1
28,PRV51041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9411764705882355,217.94117647058823,562.4232171797465,69.88235294117646,12.301181775901815,2.3529411764705883,6.29998726762146,225.88235294117646,560.7090621761138,7680.0,0.9130898513251455,0.2352647712389161,2.0,1.588235294117647,4.088235294117647,9.0,34.0,0.2647058823529412,0.11764705882352941,0.14705882352941177,0.9117647058823529,9.0,8.0,2.8333333333333335,2.5294117647058822,0.0,7410.0,0,1
29,PRV51042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.183098591549296,338.38028169014086,625.791569456442,72.1056338028169,12.857488226560978,1.232394366197183,4.517366792390155,340.5633802816901,626.3150982831476,48360.0,0.9408224710582335,0.22735815680623905,3.0,1.5492957746478873,4.070422535211268,9.0,142.0,0.36619718309859156,0.19014084507042253,0.19014084507042253,0.9014084507042254,21.0,29.0,11.833333333333334,2.4859154929577465,0.0,48050.0,0,1
30,PRV51043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,194.7826086956522,297.6402582315741,73.6086956521739,14.105895384022249,0.0,0.0,194.7826086956522,297.6402582315741,4480.0,0.9130434782608695,0.28810406552003043,2.0,1.565217391304348,4.260869565217392,7.0,23.0,0.2608695652173913,0.08695652173913043,0.17391304347826086,0.8695652173913043,7.0,7.0,1.9166666666666667,1.9130434782608696,0.0,4480.0,0,1
31,PRV51044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2033898305084745,361.52542372881356,633.149798583193,68.67796610169492,11.809465341581031,2.152542372881356,5.653236971194816,363.728813559322,633.4005060402277,21460.0,0.9887005649717514,0.06825974997836025,3.0,1.4406779661016949,4.508474576271187,9.0,59.0,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.6610169491525424,12.0,17.0,4.916666666666667,2.389830508474576,0.0,21330.0,0,1
32,PRV51045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2903225806451613,270.64516129032256,602.7212483609703,70.90322580645162,9.449355670131437,2.2580645161290325,5.591468155058406,271.93548387096774,602.8289937444323,8430.0,0.9639468690702088,0.1801431055859726,2.0,1.6129032258064515,4.483870967741935,8.0,31.0,0.5161290322580645,0.12903225806451613,0.25806451612903225,0.9354838709677419,8.0,9.0,2.5833333333333335,2.6451612903225805,0.0,8390.0,0,1
33,PRV51046,1068.0,12625.0,11160.357137142675,8.0,74.625,22.671174271685683,4.5,3.0237157840738176,4.5,3.0237157840738176,13693.0,11160.357137142675,109544.0,0.8737717658228525,0.09946755246778323,2.0,1.75,5.875,8.0,8.0,0.125,0.125,0.125,0.875,6.0,8.0,0.6666666666666666,8.0,0.625,101000.0,3.3333333333333335,279.0,468.2273983351723,70.86666666666666,13.895504937614337,0.8666666666666667,3.729965640345889,282.3333333333333,468.00149818013466,8470.0,0.9555555555555556,0.19044882124112192,2.0,1.7,4.9,9.0,30.0,0.16666666666666666,0.06666666666666667,0.1,0.6333333333333333,5.0,6.0,2.5,2.2666666666666666,0.0,8370.0,1,1
34,PRV51047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,230.0,371.80640123591206,70.0,12.417729261020309,3.090909090909091,6.8184242381146305,230.0,371.80640123591206,2530.0,1.0,0.0,2.0,1.4545454545454546,3.909090909090909,8.0,11.0,0.9090909090909091,0.09090909090909091,0.45454545454545453,1.0,5.0,6.0,0.9166666666666666,2.0,0.0,2530.0,0,1
35,PRV51048,1068.0,4750.0,1707.825127659933,4.0,66.5,5.802298395176402,4.75,3.8622100754188224,4.75,3.8622100754188224,5818.0,1707.825127659933,23272.0,0.8045872554583099,0.055047920486557066,2.0,1.25,6.0,8.0,4.0,1.0,0.75,0.0,1.0,4.0,4.0,0.3333333333333333,8.5,0.75,19000.0,2.3529411764705883,255.88235294117646,569.822501055765,70.20588235294117,15.048969383346199,0.11764705882352941,0.5373732906238788,258.2352941176471,569.324270321566,8780.0,0.9869281045751634,0.07622159339667059,2.0,1.588235294117647,4.794117647058823,8.0,34.0,0.3235294117647059,0.11764705882352941,0.23529411764705882,0.8823529411764706,9.0,9.0,2.8333333333333335,2.2941176470588234,0.0,8700.0,1,1
36,PRV51049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.676056338028169,305.9154929577465,644.0465321804644,70.30985915492958,11.30435004676869,1.7887323943661972,5.5931475752739415,308.59154929577466,643.284642117864,21910.0,0.9406438631790746,0.22035520840750103,2.0,1.5211267605633803,4.661971830985915,9.0,71.0,0.49295774647887325,0.15492957746478872,0.29577464788732394,0.9154929577464789,15.0,19.0,5.916666666666667,2.5774647887323945,0.0,21720.0,0,1
37,PRV51052,1068.0,7000.0,2828.42712474619,2.0,73.0,7.0710678118654755,9.0,7.0710678118654755,9.0,7.0710678118654755,8068.0,2828.42712474619,16136.0,0.8589580306781388,0.04944557904779028,1.0,1.5,6.0,8.0,2.0,1.0,0.5,0.0,1.0,2.0,2.0,0.16666666666666666,8.5,0.5,14000.0,4.7727272727272725,381.8181818181818,710.726037976014,71.04545454545455,13.607375813608204,1.9772727272727273,5.816930527443092,386.59090909090907,709.3296644992997,17010.0,0.9238866396761133,0.23817911174943912,2.0,1.5454545454545454,4.068181818181818,10.0,44.0,0.36363636363636365,0.11363636363636363,0.13636363636363635,0.8181818181818182,15.0,18.0,3.6666666666666665,3.0454545454545454,0.0,16800.0,1,1
38,PRV51053,1068.0,8000.0,0.0,1.0,68.0,0.0,5.0,0.0,5.0,0.0,9068.0,0.0,9068.0,0.882223202470225,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,9.0,1.0,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
39,PRV51054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.456140350877193,265.43859649122805,417.09056131834507,69.91228070175438,10.795635198929748,2.3508771929824563,5.884274527653513,267.89473684210526,416.0817950239783,15270.0,0.9473684210526315,0.20847841605700768,2.0,1.543859649122807,3.456140350877193,8.0,57.0,0.05263157894736842,0.03508771929824561,0.03508771929824561,0.7017543859649122,14.0,15.0,4.75,2.491228070175439,0.0,15130.0,0,1
40,PRV51055,1068.0,8350.0,10818.733752154178,2.0,53.5,20.506096654409877,5.5,0.7071067811865476,5.5,0.7071067811865476,9418.0,10818.733752154178,18836.0,0.6666771826720268,0.38289772926197335,1.0,1.0,4.0,5.0,2.0,0.5,0.5,0.0,1.0,2.0,2.0,0.16666666666666666,9.0,1.0,16700.0,3.5,247.0,549.3546453028221,69.6,17.15379350403133,0.1,0.4472135954999579,250.5,547.9865057885238,5010.0,0.90625,0.2892680190448043,2.0,1.6,4.75,9.0,20.0,0.25,0.1,0.15,1.0,7.0,9.0,1.6666666666666667,3.1,0.0,4940.0,1,1
41,PRV51056,1068.0,4000.0,1414.213562373095,2.0,83.0,9.899494936611665,3.0,2.8284271247461903,3.0,2.8284271247461903,5068.0,1414.213562373095,10136.0,0.7807289266387043,0.06118708085707387,2.0,1.0,5.5,8.0,2.0,0.5,0.5,0.0,1.0,2.0,2.0,0.16666666666666666,7.5,1.0,8000.0,0.5,335.0,666.0369833259222,75.6,12.537942414925983,0.5,1.1470786693528088,335.5,665.8233921046062,6710.0,0.8928571428571429,0.3070073140334481,2.0,1.65,5.55,8.0,20.0,0.25,0.1,0.2,0.95,4.0,5.0,1.6666666666666667,2.35,0.0,6700.0,1,1
42,PRV51057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1366.0,1273.8838251583227,77.6,6.54217089351845,0.0,0.0,1366.0,1273.8838251583227,6830.0,1.0,0.0,1.0,1.6,3.2,5.0,5.0,0.2,0.2,0.2,0.8,3.0,3.0,0.4166666666666667,4.0,0.0,6830.0,0,1
